filename,contains_genuine_ppe,helmet_present,no_helmet_present,vest_present,decision,reason
hn_test_vid_frame_51.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_54.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_57.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_6.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_60.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_63.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_66.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_69.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_72.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_75.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_78.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_81.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_84.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_87.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_9.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_90.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_93.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_96.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
hn_test_vid_frame_99.jpg,False,False,False,False,ACCEPT,Source video (docs/test.mp4) confirmed negative for genuine PPE.
